index	name	offset	end_offset	xyz_offset	x	y	z	xyz_raw_hex	f32_3	f32_4	f32_5	u16_0	u16_1	u16_2	u16_3	u16_4	u16_5	u16_6	version2_byte	set_names	template_ids	extra_triple_count	extra_triples_xyz
0	Mob_Set_01 01	0x00000842	0x000008A3	0x00000860	-9363.6103515625	23549.841796875	374.3804016113281	714e12c6affbb746b130bb43	0.0	0.0	800.0	0	1	1	1	1	10	1	1	Mob_Set_01	1	0	
1	Mob_Set_02 01	0x000008A3	0x00000904	0x000008C1	-6914.181640625	22385.59375	373.505615234375	7411d8c530e3ae46b8c0ba43	0.0	0.0	800.0	0	1	1	1	1	10	2	1	Mob_Set_02	2	0	
2	Mob_Set_03 01	0x00000904	0x00000965	0x00000922	-4255.13525390625	21188.26953125	371.1995849609375	15f984c58a88a5468c99b943	0.0	0.0	800.0	0	1	1	1	1	10	3	1	Mob_Set_03	3	0	
3	Mob_Set_05 01	0x00000965	0x000009C6	0x00000983	-9908.9697265625	14043.5849609375	348.2760925292969	e1d31ac6576e5b465723ae43	0.0	0.0	800.0	0	1	1	1	1	10	4	1	Mob_Set_05	5	0	
4	Mob_Set_04 01	0x000009C6	0x00000A27	0x000009E4	-9342.0224609375	7780.0615234375	371.58099365234375	17f811c67e20f3455ecab943	0.0	0.0	800.0	0	1	1	1	1	10	5	1	Mob_Set_04	4	0	
5	Mob_Set_06 01	0x00000A27	0x00000A88	0x00000A45	-4288.51220703125	22458.703125	338.5544128417969	190486c56875af46f746a943	0.0	0.0	800.0	0	1	1	1	1	10	6	1	Mob_Set_06	6	0	
6	Mob_Set_07 01	0x00000A88	0x00000AE9	0x00000AA6	-795.6318969726562	8869.80078125	376.0531921386719	71e846c434970a46cf06bc43	0.0	0.0	800.0	0	1	1	1	1	10	7	1	Mob_Set_07	7	0	
7	Mob_Set_08 01	0x00000AE9	0x00000B4A	0x00000B07	-19162.71875	-2852.893798828125	2335.9150390625	70b595c64d4e32c5a4fe1145	0.0	0.0	800.0	0	1	1	1	1	10	8	1	Mob_Set_08	8	0	
8	Mob_Set_09 01	0x00000B4A	0x00000BAB	0x00000B68	-16216.8583984375	-6491.6240234375	2520.87841796875	6f637dc6fedccac50e8e1d45	0.0	0.0	800.0	0	1	1	1	1	10	9	1	Mob_Set_09	9	0	
9	Mob_Set_10 01	0x00000BAB	0x00000C0C	0x00000BC9	-15643.9609375	-6718.57421875	2520.11767578125	d86f74c698f4d1c5e2811d45	0.0	0.0	800.0	0	1	1	1	1	10	10	1	Mob_Set_10	10	0	
10	Mob_Set_11 01	0x00000C0C	0x00000C6D	0x00000C2A	-15175.939453125	-6241.2880859375	2502.69091796875	c21f6dc64e0ac3c50e6b1c45	0.0	0.0	800.0	0	1	1	1	1	10	11	1	Mob_Set_11	11	0	
11	Mob_Set_12 01	0x00000C6D	0x00000CCE	0x00000C8B	2299.45947265625	-24849.115234375	5836.64990234375	5ab70f453b22c2c63365b645	0.0	0.0	800.0	0	1	1	1	1	10	12	1	Mob_Set_12	12	0	
12	Mob_Set_13 01	0x00000CCE	0x00000D2F	0x00000CEC	-13311.357421875	-12392.0966796875	1817.6962890625	6efd4fc663a041c64836e344	0.0	0.0	800.0	0	1	0	1	1	10	13	1	Mob_Set_13	13	0	
13	Mob_Set_14 01	0x00000D2F	0x00000D90	0x00000D4D	415.69140625	-24489.314453125	5615.69140625	80d8cf43a152bfc6887daf45	0.0	0.0	800.0	0	1	1	1	1	10	14	1	Mob_Set_14	14	0	
14	Mob_Set_15 01	0x00000D90	0x00000DF1	0x00000DAE	4826.97021484375	-15079.6630859375	8678.3828125	c3d79645a79e6bc688990746	0.0	0.0	800.0	0	1	1	1	1	10	15	1	Mob_Set_15	15	0	
15	Mob_Set_16 01	0x00000DF1	0x00000E52	0x00000E0F	11596.7109375	-2174.660400390625	4964.3212890625	d832354691ea07c592229b45	0.0	0.0	800.0	0	1	1	1	1	10	16	1	Mob_Set_16	16	0	
16	Mob_Set_17 01	0x00000E52	0x00000EB3	0x00000E70	1280.020751953125	-2251.399658203125	4521.76611328125	aa00a04465b60cc5214e8d45	0.0	0.0	800.0	0	1	1	1	1	10	17	1	Mob_Set_17	17	0	
17	Mob_Set_18 01	0x00000EB3	0x00000F14	0x00000ED1	15198.8447265625	13755.93359375	2560.34765625	617b6d46bcef564690052045	0.0	0.0	800.0	0	1	1	1	1	10	18	1	Mob_Set_18	18	0	
18	Mob_Set_19 01	0x00000F14	0x00000F75	0x00000F32	13377.095703125	12427.0712890625	3056.665283203125	62045146492c4246a50a3f45	0.0	0.0	800.0	0	1	1	1	1	10	19	1	Mob_Set_19	19	0	
19	Mob_Set_20 01	0x00000F75	0x00000FD6	0x00000F93	12781.6630859375	13201.572265625	2845.5390625	a7b647464a464e46a0d83145	0.0	0.0	800.0	0	1	1	1	1	10	20	1	Mob_Set_20	20	0	
20	Mob_Set_22 01	0x00000FD6	0x00001037	0x00000FF4	1183.598876953125	11385.0712890625	1470.2904052734375	2af3934449e431464bc9b744	0.0	0.0	800.0	0	1	1	1	1	10	21	1	Mob_Set_22	22	0	
21	Mob_Set_21 01	0x00001037	0x00001098	0x00001055	855.7470703125	12542.171875	1453.5076904296875	d0ef5544b0f843463fb0b544	0.0	0.0	800.0	0	1	1	1	1	10	22	1	Mob_Set_21	21	0	
22	Mob_Set_23 01	0x00001098	0x000010F9	0x000010B6	12732.4638671875	15931.724609375	2021.912109375	dbf14646e6ee784630bdfc44	0.0	0.0	800.0	0	1	1	1	1	10	23	1	Mob_Set_23	23	0	
23	Mob_Set_24 01	0x000010F9	0x0000115A	0x00001117	-14503.541015625	16570.533203125	300.9919128417969	2a9e62c611758146f77e9643	0.0	0.0	800.0	0	1	1	1	1	10	24	1	Mob_Set_24	24	0	
24	Mob_Set_25 01	0x0000115A	0x000011BB	0x00001178	-2736.477294921875	10485.7587890625	473.412109375	a3072bc509d72346c0b4ec43	800.0	2200.0	3600.0	1	6	3	6	1	10	30	1	Mob_Set_25	25	0	
25	Mob_Set_25 02	0x000011BB	0x0000121C	0x000011D9	-6057.4111328125	5662.93505859375	371.5810852050781	4a4bbdc57bf7b04561cab943	800.0	2200.0	3600.0	1	4	2	4	1	10	31	1	Mob_Set_25	25	0	
26	Mob_Set_25 03	0x0000121C	0x0000127D	0x0000123A	-7341.6328125	11830.5986328125	348.2358093261719	106de5c565da38462f1eae43	600.0	1500.0	3600.0	1	3	1	3	1	10	32	1	Mob_Set_25	25	0	
27	Mob_Set_25 04	0x0000127D	0x000012DE	0x0000129B	-9748.8203125	14860.0791015625	342.13189697265625	485318c651306846e210ab43	600.0	1500.0	3600.0	1	3	1	3	1	10	33	1	Mob_Set_25	25	0	
28	Mob_Set_26 01	0x000012DE	0x0000133F	0x000012FC	-14413.173828125	5469.49560546875	372.906005859375	b23461c6f7ebaa45f873ba43	800.0	2200.0	3600.0	1	4	2	4	1	10	37	1	Mob_Set_26	26	0	
29	Mob_Set_26 02	0x0000133F	0x000013A0	0x0000135D	-17958.97265625	7619.3115234375	371.5820007324219	f24d8cc67e1aee457fcab943	800.0	2200.0	3600.0	1	4	2	4	1	10	38	1	Mob_Set_26	26	0	
30	Mob_Set_26 03	0x000013A0	0x00001401	0x000013BE	-14676.052734375	13090.462890625	348.2392883300781	365065c6da894c46a11eae43	800.0	2200.0	3600.0	1	4	2	4	1	10	39	1	Mob_Set_26	26	0	
31	Mob_Set_26 04	0x00001401	0x00001462	0x0000141F	-15384.228515625	17661.634765625	826.3505859375	ea6070c645fb894670964e44	1200.0	2200.0	3600.0	1	4	2	4	1	10	40	1	Mob_Set_26	26	0	
32	Mob_Set_27 01	0x00001462	0x000014C3	0x00001480	-13303.4501953125	2088.64501953125	891.0037231445312	cddd4fc6528a02453dc05e44	0.0	800.0	900.0	0	1	0	1	1	10	43	1	Mob_Set_27	27	0	
33	Mob_Set_27 02	0x000014C3	0x00001524	0x000014E1	-17496.96875	789.4520263671875	1661.7125244140625	f0b188c6ee5c4544cdb6cf44	0.0	800.0	900.0	0	1	0	1	1	10	44	1	Mob_Set_27	27	0	
34	Mob_Set_27 03	0x00001524	0x00001585	0x00001542	-19263.482421875	-1438.26708984375	2142.05859375	f77e96c68cc8b3c4f0e00545	0.0	800.0	1200.0	0	1	0	1	1	10	45	1	Mob_Set_27	27	0	
35	Mob_Set_27 04	0x00001585	0x000015E6	0x000015A3	-18926.255859375	-5084.21826171875	2261.5185546875	83dc93c6bfe19ec54c580d45	0.0	2200.0	3000.0	0	2	0	2	1	10	46	1	Mob_Set_27	27	0	
36	Mob_Set_27 05	0x000015E6	0x00001647	0x00001604	-15432.166015625	-8883.8408203125	2261.519287109375	aa2071c65dcf0ac64f580d45	0.0	2200.0	3000.0	0	2	0	2	1	10	47	1	Mob_Set_27	27	0	
37	Mob_Set_27 06	0x00001647	0x000016A8	0x00001665	-12807.1162109375	-10894.93359375	1792.431640625	771c48c6bc3b2ac6d00de044	0.0	2200.0	3000.0	0	3	0	3	1	10	48	1	Mob_Set_27	27	0	
38	Mob_Set_28 01	0x000016A8	0x00001709	0x000016C6	-10661.697265625	-7704.74609375	1686.622314453125	ca9626c6f8c5f0c5ead3d244	0.0	1400.0	2200.0	0	1	0	1	1	60	49	1	Mob_Set_28	28	0	
39	Mob_Set_36 01	0x00001709	0x0000176A	0x00001727	-4537.306640625	22912.416015625	327.7651062011719	74ca8dc5d500b346efe1a343	0.0	0.0	3000.0	0	1	0	1	1	10	50	1	Mob_Set_36	36	0	
40	Mob_Set_08 02	0x0000176A	0x000017CB	0x00001788	-20128.26171875	-3547.2041015625	2315.06787109375	86409dc644b35dc516b11045	0.0	0.0	800.0	0	1	1	1	1	10	75	1	Mob_Set_08	8	0	
41	Mob_Set_18 02	0x000017CB	0x0000182C	0x000017E9	15838.2119140625	12727.6396484375	2561.15625	d97877468fde464680122045	0.0	0.0	800.0	0	1	1	1	1	10	78	1	Mob_Set_18	18	0	
42	Mob_Set_37 01	0x0000182C	0x0000188D	0x0000184A	1778.588623046875	-1779.033935546875	4542.53515625	d652de441661dec448f48d45	0.0	0.0	800.0	0	1	1	1	1	10	51	1	Mob_Set_37	37	0	
43	Mob_Set_29 01	0x0000188D	0x000018EE	0x000018AB	-11876.7890625	-14847.0703125	2334.201171875	289339c648fc67c638e31145	0.0	2200.0	3000.0	0	4	0	4	1	10	25	1	Mob_Set_29	29	0	
44	Mob_Set_29 02	0x000018EE	0x0000194F	0x0000190C	-225.22720336914062	-24093.767578125	5490.31005859375	2a3a61c3893bbcc67b92ab45	0.0	2200.0	3000.0	0	3	0	3	1	10	26	1	Mob_Set_29	29	0	
