index	name	offset	end_offset	xyz_offset	x	y	z	xyz_raw_hex	f32_3	f32_4	f32_5	u16_0	u16_1	u16_2	u16_3	u16_4	u16_5	u16_6	version2_byte	set_names	template_ids	extra_triple_count	extra_triples_xyz
0	Mob_Set_01 01	0x000000CE	0x0000012F	0x000000EC	11592.9609375	7191.9560546875	763.1630859375	d8233546a6bfe04570ca3e44	0.0	1500.0	3000.0	0	1	0	1	1	65535	1	1	Mob_Set_01	1	0	
1	Mob_Set_02 01	0x0000012F	0x00000190	0x0000014D	5180.197265625	2669.307373046875	941.5134887695312	94e1a145ebd42645dd606b44	0.0	1500.0	3000.0	0	2	0	2	1	65535	2	1	Mob_Set_02	2	0	
2	Mob_Set_03 01	0x00000190	0x000001F1	0x000001AE	-2703.9921875	7612.17041015625	1156.315185546875	e0ff28c55de1ed45168a9044	0.0	1500.0	3000.0	0	2	0	2	1	65535	3	1	Mob_Set_03	3	0	
3	Mob_Set_04 01	0x000001F1	0x00000252	0x0000020F	-10097.75	8671.455078125	934.03369140625	00c71dc6d27d074628826944	0.0	1000.0	3000.0	0	1	0	1	1	65535	4	1	Mob_Set_04	4	0	
4	Mob_Set_01 02	0x00000252	0x000002B3	0x00000270	8605.5859375	6302.97802734375	768.8682250976562	58760646d3f7c44591374044	0.0	1500.0	3000.0	0	1	0	1	1	65535	6	1	Mob_Set_01	1	0	
5	Mob_Set_01 03	0x000002B3	0x00000314	0x000002D1	8326.7451171875	4210.81640625	830.7230834960938	fb1a02468896834547ae4f44	0.0	2000.0	3000.0	0	2	0	2	1	65535	7	1	Mob_Set_01	1	0	
6	Mob_Set_02 02	0x00000314	0x00000375	0x00000332	2558.6953125	6094.541015625	1088.080078125	20eb1f455474be4590028844	0.0	2000.0	3000.0	0	2	0	2	1	65535	8	1	Mob_Set_02	2	0	
7	Mob_Set_03 02	0x00000375	0x000003D6	0x00000393	-4903.51416015625	5980.5166015625	730.936279296875	1d3c99c522e4ba45ecbb3644	0.0	1500.0	3000.0	0	2	0	2	1	65535	9	1	Mob_Set_03	3	0	
8	Mob_Set_03 03	0x000003D6	0x00000437	0x000003F4	-8848.662109375	7305.4609375	858.8461303710938	a6420ac6b04be44527b65644	0.0	1500.0	3000.0	0	1	0	1	1	65535	10	1	Mob_Set_03	3	0	
9	Mob_Set_04 02	0x00000437	0x00000498	0x00000455	-8757.9130859375	11959.5966796875	879.4899291992188	a7d708c663de3a465bdf5b44	0.0	1000.0	3000.0	0	2	0	2	1	65535	5	1	Mob_Set_04	4	0	
10	Mob_Set_04 03	0x00000498	0x000004F9	0x000004B6	-6008.7587890625	14832.572265625	923.0645751953125	12c6bbc54ac2674622c46644	0.0	1500.0	3000.0	0	2	0	2	1	65535	11	1	Mob_Set_04	4	0	
11	Mob_Set_04 04	0x000004F9	0x0000055A	0x00000517	-8954.4912109375	15559.025390625	966.5540771484375	f7e90bc61a1c734676a37144	0.0	1500.0	3000.0	0	1	0	1	1	65535	12	1	Mob_Set_04	4	0	
12	Mob_Set_05 01	0x0000055A	0x000005BB	0x00000578	-11467.7431640625	15277.0634765625	966.5540771484375	f92e33c641b46e4676a37144	0.0	1500.0	3000.0	0	1	0	1	1	65535	13	1	Mob_Set_05	5	0	
