index	name	offset	end_offset	xyz_offset	x	y	z	xyz_raw_hex	f32_3	f32_4	f32_5	u16_0	u16_1	u16_2	u16_3	u16_4	u16_5	u16_6	version2_byte	set_names	template_ids	extra_triple_count	extra_triples_xyz
0	MobSet_01 01	0x000000C4	0x00000121	0x000000E0	21230.130859375	394.2210998535156	-345.739990234375	43dca5464d1cc543b8deacc3	0.0	1000.0	3000.0	0	1	0	1	1	65535	1	1	MobSet_01	1	0	
1	MobSet_01 02	0x00000121	0x0000017E	0x0000013D	17946.13671875	1981.138427734375	-281.09228515625	46348c466ea4f744d08b8cc3	0.0	1000.0	3000.0	0	1	0	1	1	65535	2	1	MobSet_01	1	0	
2	MobSet_01 03	0x0000017E	0x000001DB	0x0000019A	14973.1357421875	620.7037963867188	212.21090698242188	8bf469460b2d1b44fe355443	0.0	1000.0	3000.0	0	1	0	1	1	65535	3	1	MobSet_01	1	0	
3	MobSet_01 04	0x000001DB	0x00000238	0x000001F7	10024.6318359375	-185.03619384765625	-804.7943725585938	87a21c46440939c3d73249c4	0.0	1500.0	3000.0	0	1	0	1	1	65535	4	1	MobSet_01	1	0	
4	MobSet_01 05	0x00000238	0x00000295	0x00000254	10079.369140625	-5370.30029296875	-635.5673217773438	7a7d1d4667d2a7c54fe41ec4	0.0	2500.0	4000.0	0	1	0	1	1	65535	5	1	MobSet_02	2	0	
5	MobSet_02 02	0x00000295	0x000002F2	0x000002B1	11643.908203125	-10893.740234375	-9.859399795532227	a2ef3546f6362ac61ac01dc1	0.0	1500.0	3000.0	0	1	0	1	1	65535	6	1	MobSet_02	2	0	
6	MobSet_02 01	0x000002F2	0x0000034F	0x0000030E	9433.9716796875	-15750.228515625	982.8516235351562	e3671346ea1876c681b67544	0.0	1500.0	3000.0	0	1	0	1	1	65535	7	1	MobSet_02	2	0	
7	MobSet_02 03	0x0000034F	0x000003AC	0x0000036B	6422.46142578125	-13845.0087890625	1399.734375	b1b3c845095458c680f7ae44	0.0	1500.0	3000.0	0	1	0	1	1	65535	8	1	MobSet_02	2	0	
8	MobSet_03 01	0x000003AC	0x00000409	0x000003C8	972.04150390625	-11638.3857421875	2430.9619140625	a80273448bd935c664ef1745	0.0	1500.0	3000.0	0	1	0	1	1	65535	9	1	MobSet_03	3	0	
9	MobSet_03 02	0x00000409	0x00000466	0x00000425	-184.26339721679688	-6677.9345703125	2705.0419921875	6e4338c37aafd0c5ac102945	0.0	2500.0	4000.0	0	1	0	1	1	65535	11	1	MobSet_03	3	0	
10	MobSet_03 03	0x00000466	0x000004C3	0x00000482	-2641.4267578125	-3840.338623046875	3038.4208984375	d41625c56b0570c5bce63d45	0.0	1000.0	3000.0	0	1	0	1	1	65535	10	1	MobSet_03	3	0	
11	MobSet_04 01	0x000004C3	0x00000520	0x000004DF	-2141.975341796875	-820.6672973632812	4220.33984375	9bdf05c5b52a4dc4b8e28345	0.0	1000.0	3000.0	0	1	0	1	1	65535	12	1	MobSet_04	4	0	
12	MobSet_04 03	0x00000520	0x0000057D	0x0000053C	-3370.445556640625	552.1926879882812	4621.57763671875	21a752c5550c0a449f6c9045	0.0	1500.0	1600.0	0	1	0	1	1	65535	14	1	MobSet_04	4	0	
13	MobSet_05 01	0x0000057D	0x000005DA	0x00000599	-5868.96923828125	250.0998992919922	3818.55859375	c167b7c593197a43f0a86e45	0.0	1000.0	3000.0	0	1	0	1	1	65535	15	1	MobSet_05	5	0	
