index	name	offset	end_offset	xyz_offset	x	y	z	xyz_raw_hex	f32_3	f32_4	f32_5	u16_0	u16_1	u16_2	u16_3	u16_4	u16_5	u16_6	version2_byte	set_names	template_ids	extra_triple_count	extra_triples_xyz
0	MOBSET_02 02	0x000000C4	0x00000121	0x000000E0	6367.26904296875	9331.064453125	2335.888916015625	27fac64542cc114639fe1145	200.0	500.0	3000.0	1	1	0	1	1	65535	5	1	MOBSET_02	2	0	
1	MOBSET_04 01	0x00000121	0x0000017E	0x0000013D	15431.3330078125	15284.107421875	2534.76708984375	551d71466ed06e46466c1e45	500.0	800.0	3000.0	1	1	0	1	1	65535	6	1	MOBSET_04	4	0	
2	MOBSET_03 02	0x0000017E	0x000001DB	0x0000019A	7892.77490234375	13613.4931640625	2579.795166015625	33a6f645f9b55446b93c2145	500.0	800.0	3000.0	1	1	0	1	1	65535	32	1	MOBSET_03	3	0	
3	MOBSET_01 02	0x000001DB	0x00000238	0x000001F7	-5054.56201171875	13031.8759765625	1611.27392578125	7ff49dc5819f4b46c468c944	500.0	800.0	3000.0	1	1	0	1	1	65535	39	1	MOBSET_01	1	0	
4	MOBSET_01 01	0x00000238	0x00000295	0x00000254	-8637.4619140625	13720.3583984375	1073.1949462890625	d9f506c66f6156463d268644	500.0	800.0	3000.0	1	1	0	1	1	65535	40	1	MOBSET_01	1	0	
5	MOBSET_01 03	0x00000295	0x000002F2	0x000002B1	-1661.40380859375	11324.3720703125	2035.36962890625	ecaccfc47df13046d46bfe44	500.0	800.0	3000.0	1	1	0	1	1	65535	1	1	MOBSET_01	1	0	
6	MOBSET_02 01	0x000002F2	0x0000034F	0x0000030E	2643.849609375	7807.68212890625	654.5081176757812	983d254575fdf34585a02344	500.0	800.0	3000.0	1	1	0	1	1	65535	3	1	MOBSET_02	2	0	
7	MOBSET_03 01	0x0000034F	0x000003AC	0x0000036B	6955.568359375	11668.7099609375	2535.992431640625	8c5cd945d7523646e17f1e45	200.0	500.0	3000.0	1	1	0	1	1	65535	2	1	MOBSET_03	3	0	
8	MOBSET_03 03	0x000003AC	0x00000409	0x000003C8	10617.2705078125	15279.1630859375	2587.112060546875	15e52546a7bc6e46cbb12145	500.0	800.0	3000.0	1	1	0	1	1	65535	4	1	MOBSET_03	3	0	
9	MOBSET_04 02	0x00000409	0x00000466	0x00000425	18643.62890625	17200.05078125	2488.327880859375	42a791461a6086463f851b45	500.0	800.0	3000.0	1	1	0	1	1	65535	8	1	MOBSET_04	4	0	
10	MOBSET_04 03	0x00000466	0x000004C3	0x00000482	18642.265625	19620.068359375	1980.52880859375	88a4914623489946ec90f744	500.0	800.0	3000.0	1	1	0	1	1	65535	7	1	MOBSET_04	4	0	
11	MOBSET_05 01	0x000004C3	0x00000520	0x000004DF	20453.150390625	18794.7421875	2005.1544189453125	4dca9f467cd59246f1a4fa44	300.0	800.0	3000.0	1	1	0	1	1	65535	9	1	MOBSET_05	5	0	
