index	name	offset	end_offset	xyz_offset	x	y	z	xyz_raw_hex	f32_3	f32_4	f32_5	u16_0	u16_1	u16_2	u16_3	u16_4	u16_5	u16_6	version2_byte	set_names	template_ids	extra_triple_count	extra_triples_xyz
0	Mob_set_01 01	0x000006F0	0x00000751	0x0000070E	-1649.3614501953125	22476.271484375	202.99220275878906	912bcec48b98af4601fe4a43	0.0	500.0	800.0	0	1	1	1	1	10	1	1	Mob_set_01	1	0	
1	Mob_set_02 01	0x00000751	0x000007B2	0x0000076F	343.4341125488281	22189.634765625	203.00289916992188	91b7ab43455bad46be004b43	0.0	500.0	800.0	0	1	1	1	1	10	2	1	Mob_set_02	2	0	
2	Mob_set_03 01	0x000007B2	0x00000813	0x000007D0	-2269.171875	14412.01953125	898.9771118164062	c0d20dc51430614689be6044	0.0	500.0	800.0	0	1	1	1	1	10	3	1	Mob_set_03	3	0	
3	Mob_set_04 01	0x00000813	0x00000874	0x00000831	8756.8037109375	14297.0400390625	724.3911743164062	37d3084629645f4609193544	0.0	500.0	800.0	0	1	1	1	1	10	4	1	Mob_set_04	4	0	
4	Mob_set_05 01	0x00000874	0x000008D5	0x00000892	6775.22607421875	12644.9228515625	966.7896728515625	cfb9d345b19345468ab27144	0.0	500.0	800.0	0	1	1	1	1	10	5	1	Mob_set_05	5	0	
5	Mob_set_06 01	0x000008D5	0x00000936	0x000008F3	8274.0908203125	2459.46875	1067.9248046875	5d48014680b71945987d8544	0.0	500.0	800.0	0	1	1	1	1	10	6	1	Mob_set_06	6	0	
6	Mob_set_07 01	0x00000936	0x00000997	0x00000954	15191.9638671875	780.2459716796875	1074.2056884765625	db5f6d46be0f434495468644	0.0	500.0	800.0	0	1	1	1	1	10	7	1	Mob_set_07	7	0	
7	Mob_set_08 01	0x00000997	0x000009F8	0x000009B5	14123.5791015625	-6495.99853515625	817.440185546875	51ae5c46fdffcac52c5c4c44	0.0	500.0	800.0	0	1	1	1	1	10	8	1	Mob_set_08	8	0	
8	Mob_set_09 01	0x000009F8	0x00000A59	0x00000A16	7697.13037109375	-10194.1240234375	814.736572265625	0b89f0457f481fc624af4b44	0.0	500.0	800.0	0	1	1	1	1	10	9	1	Mob_set_09	9	0	
9	Mob_set_10 01	0x00000A59	0x00000ABA	0x00000A77	7682.60107421875	-10158.4775390625	814.69482421875	cf14f045e9b91ec678ac4b44	0.0	500.0	800.0	0	1	1	1	1	10	10	1	Mob_set_10	10	0	
10	Mob_set_11 01	0x00000ABA	0x00000B1B	0x00000AD8	-719.6953125	-5166.8623046875	695.360595703125	80ec33c4e676a1c514d72d44	0.0	500.0	800.0	0	1	1	1	1	10	11	1	Mob_set_11	11	0	
11	Mob_set_12 01	0x00000B1B	0x00000B7C	0x00000B39	-13991.4853515625	-5770.125	707.5211791992188	f19d5ac60051b4c55be13044	0.0	500.0	800.0	0	1	1	1	1	10	12	1	Mob_set_12	12	0	
12	Mob_set_13 01	0x00000B7C	0x00000BDD	0x00000B9A	-13907.927734375	-162.67430114746094	653.0106811523438	b64f59c69fac22c3af402344	0.0	500.0	800.0	0	1	1	1	1	10	13	1	Mob_set_13	13	0	
13	Mob_set_14 01	0x00000BDD	0x00000C3E	0x00000BFB	-16508.34765625	14414.048828125	573.7255859375	b2f880c632386146706e0f44	0.0	500.0	800.0	0	1	1	1	1	10	14	1	Mob_set_14	14	0	
14	Mob_set_15 01	0x00000C3E	0x00000C9F	0x00000C5C	-18038.29296875	-6764.7392578125	703.40478515625	96ec8cc6ea65d3c5e8d92f44	0.0	500.0	800.0	0	1	1	1	1	10	15	1	Mob_set_15	15	0	
15	Mob_set_16 01	0x00000C9F	0x00000D00	0x00000CBD	-10723.7529296875	-5309.9130859375	798.1458129882812	038f27c64eefa5c555894744	0.0	500.0	800.0	0	1	1	1	1	10	16	1	Mob_set_16	16	0	
16	Mob_set_17 01	0x00000D00	0x00000D61	0x00000D1E	-15379.1015625	-14412.2890625	477.2687072753906	684c70c6283161c665a2ee43	0.0	500.0	800.0	0	1	1	1	1	10	17	1	Mob_set_17	17	0	
17	Mob_set_18 01	0x00000D61	0x00000DC2	0x00000D7F	-23336.822265625	-21821.201171875	1837.5833740234375	a551b6c6677aaac6abb2e544	0.0	500.0	800.0	0	1	1	1	1	10	18	1	Mob_set_18	18	0	
18	Mob_set_19 01	0x00000DC2	0x00000E23	0x00000DE0	16092.2470703125	-25764.166015625	2671.437744140625	fd707b465548c9c601f72645	0.0	500.0	800.0	0	1	1	1	1	10	19	1	Mob_set_19	19	0	
19	Mob_set_20 01	0x00000E23	0x00000E84	0x00000E41	11269.8466796875	-25263.34765625	2671.420166015625	63173046b25ec5c6b9f62645	0.0	500.0	800.0	0	1	1	1	1	10	20	1	Mob_set_20	20	0	
20	Mob_set_21 01	0x00000E84	0x00000EE5	0x00000EA2	-11305.3076171875	-22209.271484375	2304.85546875	3ba530c68b82adc6b00d1045	0.0	500.0	800.0	0	1	1	1	1	10	21	1	Mob_set_21	21	0	
21	Mob_set_22 01	0x00000EE5	0x00000F46	0x00000F03	-1916.1259765625	-23553.572265625	2699.32763671875	0884efc42503b8c63eb52845	0.0	500.0	800.0	0	1	1	1	1	10	22	1	Mob_set_22	22	0	
22	Mob_set_24 01	0x00000F46	0x00000FA7	0x00000F64	5430.5634765625	16427.580078125	563.089111328125	82b4a94529578046b4c50c44	300.0	2000.0	3500.0	1	3	1	3	1	10	23	1	Mob_set_24	24	0	
23	Mob_set_24 02	0x00000FA7	0x00001008	0x00000FC5	182.9438018798828	17384.228515625	815.8140258789062	9df1364375d0874619f44b44	300.0	2000.0	3500.0	1	3	1	3	1	10	24	1	Mob_set_24	24	0	
24	Mob_set_24 03	0x00001008	0x00001069	0x00001026	-3555.72705078125	14870.392578125	888.99951171875	a23b5ec592596846f83f5e44	300.0	2000.0	3500.0	1	3	1	3	1	10	25	1	Mob_set_24	24	0	
25	Mob_set_25 01	0x00001069	0x000010CA	0x00001087	10208.1953125	9176.3173828125	566.5203247070312	c8801f4645610f464da10d44	300.0	2000.0	3500.0	1	3	1	3	1	10	26	1	Mob_set_25	25	0	
26	Mob_set_25 02	0x000010CA	0x0000112B	0x000010E8	6318.87109375	6598.98583984375	665.1392822265625	f876c545e337ce45ea482644	300.0	2000.0	3500.0	1	3	1	3	1	10	27	1	Mob_set_25	25	0	
27	Mob_set_25 03	0x0000112B	0x0000118C	0x00001149	10235.986328125	2913.44287109375	1081.121826171875	f2ef1f4616173645e6238744	300.0	2000.0	3500.0	1	3	1	3	1	10	28	1	Mob_set_25	25	0	
28	Mob_set_26 01	0x0000118C	0x000011ED	0x000011AA	14596.990234375	-1704.669921875	1055.474365234375	f61364467015d5c42eef8344	300.0	2000.0	3500.0	1	3	1	3	1	10	29	1	Mob_set_26	26	0	
29	Mob_set_26 02	0x000011ED	0x0000124E	0x0000120B	11328.86328125	-7498.95703125	819.6270141601562	74033146a857eac521e84c44	300.0	2000.0	3500.0	1	2	0	2	1	10	30	1	Mob_set_26	26	0	
30	Mob_set_26 03	0x0000124E	0x000012AF	0x0000126C	7448.45654296875	-11636.37890625	833.11181640625	a7c3e84584d135c628475044	300.0	2000.0	3500.0	1	2	0	2	1	10	31	1	Mob_set_26	26	0	
31	Mob_set_27 01	0x000012AF	0x00001310	0x000012CD	2918.44287109375	-11638.228515625	795.064697265625	16673645ead835c624c44644	300.0	2000.0	3500.0	1	2	0	2	1	10	32	1	Mob_set_27	27	0	
32	Mob_set_27 02	0x00001310	0x00001371	0x0000132E	-721.9854125976562	-7971.3330078125	696.33740234375	117f34c4aa1af9c598152e44	300.0	2000.0	3500.0	1	3	1	3	1	10	33	1	Mob_set_27	27	0	
33	Mob_set_27 03	0x00001371	0x000013D2	0x0000138F	3565.32958984375	-2613.22509765625	179.20509338378906	46d55e459a5323c581343343	300.0	2000.0	3500.0	1	5	1	5	1	10	34	1	Mob_set_27	27	0	
